gene_1	gene_2	OG	species	dist_kaks	dist_tree	HGT_kaks	HGT_tree	HGT_topology	HGT
Fv10027v4.0_f7d1ffcd-25b7-4b2f-80b2-13dccce61f16	VDAG_CQ2_11_01_2016_3e7ef317-4765-4f58-be72-806ae1da9c2c	OG0003037	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	2.69202	1.644551	False	False	0	0
VDAG_CQ2_11_01_2016_7622f4e5-5ac5-4e14-b343-d869096647be	VDAG_Jr2_v4.0.NCBIorder_gene9077	OG0004047	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.025371	0.1739718	False	False	0	0
FORC_genomic_gene-AU210_010558	Fv10027v4.0_7892d81f-feb6-4264-a5e6-d0b94a13de34	OG0006058	Fv10027v4.0_vs_FORC_genomic	0.183419	0.087973	False	False	0	0
VDAG_CQ2_11_01_2016_c7a849a5-6e54-4480-ae06-cad039939949	VDAG_Jr2_v4.0.NCBIorder_gene3624	OG0005631	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0321478	0.01103	False	False	0	0
FORC_genomic_gene-AU210_011758	VDAG_Jr2_v4.0.NCBIorder_gene7937	OG0006517	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.525	0.583236	False	False	0	0
FORC_genomic_gene-AU210_001501	VDAG_Jr2_v4.0.NCBIorder_gene9733	OG0002583	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.35951	0.439463	False	False	0	0
FORC_genomic_gene-AU210_010880	VDAG_Jr2_v4.0.NCBIorder_gene6216	OG0006235	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.2169	0.733482	False	False	0	0
FORC_genomic_gene-AU210_000844	Fv10027v4.0_c5357a49-df52-4b24-bf33-a6db997ad141	OG0002235	Fv10027v4.0_vs_FORC_genomic	0.460661	0.626943	False	False	0	0
FORC_genomic_gene-AU210_011705	Fv10027v4.0_58c16f29-510c-417a-9c0f-a50e78cb7881	OG0006487	Fv10027v4.0_vs_FORC_genomic	0.263466	0.129944	False	False	0	0
VDAG_CQ2_11_01_2016_928b3e50-df7b-4b8a-b0ca-aba95a095cb8	VDAG_Jr2_v4.0.NCBIorder_gene5276	OG0002964	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0154846	0.007768	False	False	0	0
VDAG_CQ2_11_01_2016_f52f9371-62fc-40e1-9257-501ca4a6ffe3	VDAG_Jr2_v4.0.NCBIorder_gene9482	OG0002584	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0185289	0.0	False	False	0	0
FORC_genomic_gene-AU210_006234	Fv10027v4.0_db754280-fe6c-4b2f-b0db-923cb5d31407	OG0004393	Fv10027v4.0_vs_FORC_genomic	0.129875	0.007678	False	False	0	0
FORC_genomic_gene-AU210_008433	VDAG_Jr2_v4.0.NCBIorder_gene9812	OG0005333	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.87008	0.333764	False	False	0	0
VDAG_CQ2_11_01_2016_faf0ebcb-9dd2-4e16-9a04-cabd13df9824	VDAG_Jr2_v4.0.NCBIorder_gene2609	OG0005473	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0110365	0.0010963447	False	False	0	0
FORC_genomic_gene-AU210_002259	VDAG_Jr2_v4.0.NCBIorder_gene9364	OG0002797	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.47559	0.818865	False	False	0	0
FORC_genomic_gene-AU210_009502	VDAG_Jr2_v4.0.NCBIorder_gene2720	OG0005685	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.34613	0.602932	False	False	0	0
FORC_genomic_gene-AU210_003224	Fv10027v4.0_a8eb55d0-1b06-42cf-8484-82f0c60401c4	OG0003278	Fv10027v4.0_vs_FORC_genomic	0.19625	0.007812367	False	False	0	0
FORC_genomic_gene-AU210_013955	VDAG_Jr2_v4.0.NCBIorder_gene7756	OG0006805	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.17364	0.8833749	False	False	0	0
FORC_genomic_gene-AU210_000399	Fv10027v4.0_97a504a7-f0a7-41ff-b76d-da1d4c5df314	OG0001989	Fv10027v4.0_vs_FORC_genomic	0.3056	0.011394	False	False	0	0
FORC_genomic_gene-AU210_005576	Fv10027v4.0_447d63ff-5f0a-40cb-ae03-87dbfb759d79	OG0004105	Fv10027v4.0_vs_FORC_genomic	0.609672	0.240274	False	False	0	0
VDAG_CQ2_11_01_2016_bfe545b5-f9a8-4bac-8e4a-7d7e34c16710	VDAG_Jr2_v4.0.NCBIorder_gene560	OG0004141	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0170186	0.14506	False	False	0	0
FORC_genomic_gene-AU210_002938	VDAG_Jr2_v4.0.NCBIorder_gene5682	OG0003103	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.7853	0.61827	False	False	0	0
FORC_genomic_gene-AU210_005800	Fv10027v4.0_06633801-97b0-444f-9d6b-b95a88d7f6d2	OG0004144	Fv10027v4.0_vs_FORC_genomic	0.172109	0.021962	False	False	0	0
VDAG_CQ2_11_01_2016_9a43460e-e605-43fb-8fb8-65f443e9133a	VDAG_Jr2_v4.0.NCBIorder_gene8769	OG0006405	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0172921	0.237492	False	False	0	0
VDAG_CQ2_11_01_2016_416b4bd5-2a71-4fd8-9200-a1b85fcc3744	VDAG_Jr2_v4.0.NCBIorder_gene2827	OG0005382	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00383418	0.043278	False	False	0	0
FORC_genomic_gene-AU210_007609	VDAG_Jr2_v4.0.NCBIorder_gene2572	OG0004879	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.52313	0.53106064	False	False	0	0
FORC_genomic_gene-AU210_002606	Fv10027v4.0_f03b3b26-711c-430a-9299-39dc57b6aed8	OG0002921	Fv10027v4.0_vs_FORC_genomic	0.297109	0.107703	False	False	0	0
FORC_genomic_gene-AU210_002837	VDAG_Jr2_v4.0.NCBIorder_gene2038	OG0003053	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.12404	0.332831	False	False	0	0
VDAG_CQ2_11_01_2016_13771397-605c-4bf2-b9f7-25440e08e22e	VDAG_Jr2_v4.0.NCBIorder_gene3180	OG0003812	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00756079	0.0	False	False	0	0
VDAG_CQ2_11_01_2016_8cd204dc-1dac-4944-a3f7-1c02b2b11984	VDAG_Jr2_v4.0.NCBIorder_gene4644	OG0002305	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00666877	0.111113	False	False	0	0
FORC_genomic_gene-AU210_005368	Fv10027v4.0_cb945a7e-6493-4325-90a6-161ce943d9a6	OG0004084	Fv10027v4.0_vs_FORC_genomic	0.330751	0.059428	False	False	0	0
FORC_genomic_gene-AU210_013740	Fv10027v4.0_6bbdac08-bc69-45ed-8694-1a7d7a20103b	OG0006776	Fv10027v4.0_vs_FORC_genomic	0.625743	0.328122	False	False	0	0
FORC_genomic_gene-AU210_006193	Fv10027v4.0_f0108f00-e9e3-40de-89de-9e224f597e20	OG0004366	Fv10027v4.0_vs_FORC_genomic	0.151896	0.069882	False	False	0	0
FORC_genomic_gene-AU210_009230	VDAG_Jr2_v4.0.NCBIorder_gene8218	OG0005542	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.58629	0.3722924	False	False	0	0
FORC_genomic_gene-AU210_009245	Fv10027v4.0_ea18fcb0-554e-454e-bf04-cbe439ae975a	OG0005551	Fv10027v4.0_vs_FORC_genomic	0.142861	0.009736	False	False	0	0
VDAG_CQ2_11_01_2016_df66570c-effa-48b7-b8f3-b9c544a9ac67	VDAG_Jr2_v4.0.NCBIorder_gene6291	OG0003686	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00854462	0.0	False	False	0	0
VDAG_CQ2_11_01_2016_efccbb9c-1b67-4d54-8ebf-72190e262b34	VDAG_Jr2_v4.0.NCBIorder_gene6489	OG0003134	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0396347	0.216739	False	False	0	0
FORC_genomic_gene-AU210_004545	VDAG_Jr2_v4.0.NCBIorder_gene2266	OG0003836	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	4.37302	1.087123	False	False	0	0
FORC_genomic_gene-AU210_000317	Fv10027v4.0_78f18703-137a-442f-973c-fa2125bc5ab5	OG0001944	Fv10027v4.0_vs_FORC_genomic	0.212917	0.006505	False	False	0	0
VDAG_CQ2_11_01_2016_50ce7a6e-f977-45bf-88a5-6ad4d82acd01	VDAG_Jr2_v4.0.NCBIorder_gene3922	OG0005791	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0129973	0.023198	False	False	0	0
VDAG_CQ2_11_01_2016_11f3b797-dca5-42b4-b661-2b1fa5c0d1fd	VDAG_Jr2_v4.0.NCBIorder_gene4458	OG0003871	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.223406	0.601735	False	False	0	0
FORC_genomic_gene-AU210_002653	Fv10027v4.0_87347d6f-66a1-4a22-98df-cdd4334d7c6f	OG0002949	Fv10027v4.0_vs_FORC_genomic	0.34245	0.074744	False	False	0	0
FORC_genomic_gene-AU210_011810	VDAG_Jr2_v4.0.NCBIorder_gene8116	OG0006543	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.11871	0.766599	False	False	0	0
FORC_genomic_gene-AU210_004515	VDAG_Jr2_v4.0.NCBIorder_gene3206	OG0003826	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.09684	0.284226	False	False	0	0
FORC_genomic_gene-AU210_009729	Fv10027v4.0_173cdb09-7285-472f-8ff3-335ae9aaab73	OG0005776	Fv10027v4.0_vs_FORC_genomic	0.189383	0.208664	False	False	0	0
FORC_genomic_gene-AU210_005884	VDAG_CQ2_11_01_2016_42764399-ba58-4f92-8d6b-95d472554aa4	OG0004180	VDAG_CQ2_11_01_2016_vs_FORC_genomic	1.8114	0.603916	False	False	0	0
FORC_genomic_gene-AU210_006770	VDAG_Jr2_v4.0.NCBIorder_gene8341	OG0004703	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.48217	0.441359	False	False	0	0
FORC_genomic_gene-AU210_009069	Fv10027v4.0_0a1877f0-bae1-4743-9e93-d6f13fa13e9d	OG0005444	Fv10027v4.0_vs_FORC_genomic	0.156689	0.026548	False	False	0	0
FORC_genomic_gene-AU210_009668	Fv10027v4.0_56630fbf-f98a-4aa6-a15e-ffaacdf3ed3d	OG0005744	Fv10027v4.0_vs_FORC_genomic	0.134072	0.158586	False	False	0	0
FORC_genomic_gene-AU210_007562	Fv10027v4.0_12aaef61-172b-42e3-86e8-80f023396d0d	OG0004863	Fv10027v4.0_vs_FORC_genomic	0.222199	0.084717	False	False	0	0
VDAG_CQ2_11_01_2016_47a399f6-b186-4087-88c5-817e13423310	VDAG_Jr2_v4.0.NCBIorder_gene9524	OG0002555	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0178687	0.017003	False	False	0	0
FORC_genomic_gene-AU210_002859	Fv10027v4.0_2ab87d45-2600-4b01-a9f7-4d9698d0cf21	OG0003065	Fv10027v4.0_vs_FORC_genomic	0.141653	0.016382	False	False	0	0
Fv10027v4.0_84651012-2e37-46a4-a209-6a9241708115	VDAG_CQ2_11_01_2016_53f15314-10e4-4aed-aa02-8006fd3ec1b9	OG0004646	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	3.08623	0.418828	False	False	0	0
FORC_genomic_gene-AU210_000945	Fv10027v4.0_f5458a18-7477-47d0-acda-eff851f25ff0	OG0002288	Fv10027v4.0_vs_FORC_genomic	0.25222	0.311796	False	False	0	0
FORC_genomic_gene-AU210_014085	Fv10027v4.0_6c0f4b02-6054-49fd-82d6-823c27097b05	OG0006823	Fv10027v4.0_vs_FORC_genomic	0.359761	0.021255	False	False	0	0
VDAG_CQ2_11_01_2016_8e4e2177-a58f-442e-a389-05196c93edf7	VDAG_Jr2_v4.0.NCBIorder_gene2795	OG0002939	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0130654	0.0	False	False	0	0
FORC_genomic_gene-AU210_010118	VDAG_CQ2_11_01_2016_057d2723-bd2d-4cf1-9216-4ea73cdb8537	OG0005844	VDAG_CQ2_11_01_2016_vs_FORC_genomic	2.76004	1.047231	False	False	0	0
Fv10027v4.0_f2e3bb29-5c52-4a1e-b727-2d544ce90954	VDAG_CQ2_11_01_2016_4c681a7e-0b49-4cb1-be22-2d175951e7af	OG0003027	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	1.39242	0.253206	False	False	0	0
FORC_genomic_gene-AU210_004277	Fv10027v4.0_549f0a14-aa68-4b09-b3e3-f0b525597ba6	OG0003683	Fv10027v4.0_vs_FORC_genomic	0.204613	0.021846	False	False	0	0
FORC_genomic_gene-AU210_009449	Fv10027v4.0_e03ad8a7-d42c-415d-bbdd-d001af344a2f	OG0005660	Fv10027v4.0_vs_FORC_genomic	0.195432	0.052465774	False	False	0	0
FORC_genomic_gene-AU210_000496	Fv10027v4.0_364678d7-fb50-4eed-ae9e-cc66d4655920	OG0002043	Fv10027v4.0_vs_FORC_genomic	0.328363	0.024412	False	False	0	0
FORC_genomic_gene-AU210_004875	VDAG_Jr2_v4.0.NCBIorder_gene3011	OG0003894	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.34245	0.625805	False	False	0	0
FORC_genomic_gene-AU210_009370	VDAG_Jr2_v4.0.NCBIorder_gene7005	OG0005615	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.60016	0.51888	False	False	0	0
VDAG_CQ2_11_01_2016_6a640a3d-056d-4a79-bffe-a971e66db8ed	VDAG_Jr2_v4.0.NCBIorder_gene482	OG0002066	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00353544	0.0	False	False	0	0
VDAG_CQ2_11_01_2016_a7bb7f12-cf3c-4372-99ed-0eb91011c4a5	VDAG_Jr2_v4.0.NCBIorder_gene7335	OG0006250	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0186173	0.003933	False	False	0	0
FORC_genomic_gene-AU210_010863	VDAG_Jr2_v4.0.NCBIorder_gene259	OG0006229	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.00643	0.974956	False	False	0	0
FORC_genomic_gene-AU210_006646	Fv10027v4.0_42a4fb0a-0b93-4f4f-b880-5eb7b00c19e2	OG0004639	Fv10027v4.0_vs_FORC_genomic	0.188171	0.075187	False	False	0	0
FORC_genomic_gene-AU210_002451	Fv10027v4.0_88792219-3cc0-4e07-89fe-33c9aa4609ef	OG0002852	Fv10027v4.0_vs_FORC_genomic	0.309659	0.064315	False	False	0	0
VDAG_CQ2_11_01_2016_935ad33f-ddaf-45f6-8290-49160433ddd5	VDAG_Jr2_v4.0.NCBIorder_gene8305	OG0002761	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0234844	0.039533	False	False	0	0
VDAG_CQ2_11_01_2016_04a87095-c392-42f6-8270-06f2ef154663	VDAG_Jr2_v4.0.NCBIorder_gene3572	OG0003722	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0134182	0.258704	False	False	0	0
FORC_genomic_gene-AU210_014708	VDAG_Jr2_v4.0.NCBIorder_gene7968	OG0006865	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.46165	0.406561	False	False	0	0
FORC_genomic_gene-AU210_008312	VDAG_Jr2_v4.0.NCBIorder_gene7554	OG0005252	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.15584	0.518218	False	False	0	0
FORC_genomic_gene-AU210_001835	VDAG_Jr2_v4.0.NCBIorder_gene2765	OG0002716	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.57233	0.211931	False	False	0	0
VDAG_CQ2_11_01_2016_759a4b18-0adf-47b3-9369-dc6b80d826f1	VDAG_Jr2_v4.0.NCBIorder_gene6859	OG0006600	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0809116	0.295209	False	False	0	0
FORC_genomic_gene-AU210_004343	Fv10027v4.0_af4ab673-7c47-4af4-a4aa-f35dd9aae7f5	OG0003725	Fv10027v4.0_vs_FORC_genomic	0.245809	0.056771	False	False	0	0
FORC_genomic_gene-AU210_006710	Fv10027v4.0_a31ea286-981c-4866-8856-b90488811e0b	OG0004675	Fv10027v4.0_vs_FORC_genomic	0.305374	0.046859	False	False	0	0
Fv10027v4.0_01c162f1-9b71-402d-8cf6-909879fbe5ac	VDAG_Jr2_v4.0.NCBIorder_gene203	OG0003573	VDAG_Jr2_v4.0.NCBIorder_vs_Fv10027v4.0	1.98868	1.13142	False	False	0	0
FORC_genomic_gene-AU210_011415	Fv10027v4.0_e7e72a4e-0b3d-426f-93ea-66e851323186	OG0006345	Fv10027v4.0_vs_FORC_genomic	0.219171	0.45501688	False	False	0	0
FORC_genomic_gene-AU210_005951	Fv10027v4.0_f51ef8ad-a23f-43a4-a8dd-970fa1173b7e	OG0004229	Fv10027v4.0_vs_FORC_genomic	0.269535	0.148383	False	False	0	0
FORC_genomic_gene-AU210_010299	Fv10027v4.0_6a29b0a0-28f6-4cb2-a44d-d2b9dc87c4a1	OG0005914	Fv10027v4.0_vs_FORC_genomic	0.609866	0.122032	False	False	0	0
FORC_genomic_gene-AU210_007981	VDAG_Jr2_v4.0.NCBIorder_gene1220	OG0005090	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.59777	0.419157	False	False	0	0
FORC_genomic_gene-AU210_003350	Fv10027v4.0_a0b05155-69e6-47f3-a141-b3092d898e77	OG0003348	Fv10027v4.0_vs_FORC_genomic	0.270756	0.106779	False	False	0	0
VDAG_CQ2_11_01_2016_ed2eb7ba-4862-4f55-af38-97fc44082baf	VDAG_Jr2_v4.0.NCBIorder_gene5339	OG0005443	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00537967	0.0021524655	False	False	0	0
FORC_genomic_gene-AU210_005785	VDAG_Jr2_v4.0.NCBIorder_gene6806	OG0004135	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.5686	0.68577	False	False	0	0
FORC_genomic_gene-AU210_007872	Fv10027v4.0_96876c39-9db6-4bd8-85a1-6a4486f6f00c	OG0005035	Fv10027v4.0_vs_FORC_genomic	0.204117	0.231602	False	False	0	0
FORC_genomic_gene-AU210_006671	Fv10027v4.0_db908890-b97c-4f99-9d30-a1086d908c1e	OG0004656	Fv10027v4.0_vs_FORC_genomic	0.177058	0.023819	False	False	0	0
FORC_genomic_gene-AU210_008985	Fv10027v4.0_0da4ece6-117b-4f08-ad85-8a48487f8a33	OG0005413	Fv10027v4.0_vs_FORC_genomic	2.07058	1.238943	False	False	0	0
VDAG_CQ2_11_01_2016_10d852f4-e181-48fd-ad12-711994042ad3	VDAG_Jr2_v4.0.NCBIorder_gene7899	OG0004025	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0202644	0.022612508	False	False	0	0
FORC_genomic_gene-AU210_011022	Fv10027v4.0_bc97de08-7b37-477b-887b-c2e4ee5f2ff1	OG0006281	Fv10027v4.0_vs_FORC_genomic	0.376643	0.034008	False	False	0	0
FORC_genomic_gene-AU210_014061	VDAG_Jr2_v4.0.NCBIorder_gene9090	OG0006817	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	5.61837	2.15285	False	False	0	0
VDAG_CQ2_11_01_2016_c6780729-1e34-4707-9fc3-06391180098e	VDAG_Jr2_v4.0.NCBIorder_gene9071	OG0006626	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0239677	0.044447772	False	False	0	0
VDAG_CQ2_11_01_2016_8bed85fa-79f9-4419-a79e-93599ea8ed67	VDAG_Jr2_v4.0.NCBIorder_gene3174	OG0003816	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.374588	0.521297	False	False	0	0
FORC_genomic_gene-AU210_002294	Fv10027v4.0_9cea6594-6018-46a6-90da-8cf28d9cc5e4	OG0002807	Fv10027v4.0_vs_FORC_genomic	0.236837	0.033584	False	False	0	0
FORC_genomic_gene-AU210_015412	VDAG_CQ2_11_01_2016_c947a958-9378-41ac-8237-c5d382dd2f51	OG0006956	VDAG_CQ2_11_01_2016_vs_FORC_genomic	1.56078	0.9225311	False	False	0	0
VDAG_CQ2_11_01_2016_0b4902cc-2cac-4064-88ea-313965299143	VDAG_Jr2_v4.0.NCBIorder_gene3151	OG0003789	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0059726	0.00152	False	False	0	0
FORC_genomic_gene-AU210_010553	Fv10027v4.0_5da219a8-af7e-4f09-b7a6-a0f070df0e74	OG0006056	Fv10027v4.0_vs_FORC_genomic	0.167071	0.014908	False	False	0	0
Fv10027v4.0_c5428c9e-7513-4b6b-ac2e-d2da7edd7f8b	VDAG_CQ2_11_01_2016_0eddf171-d7fa-4553-bbc0-af3e572e251b	OG0003476	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	2.61666	1.20319	False	False	0	0
VDAG_CQ2_11_01_2016_eae66268-ca75-41e7-9ce0-ce258bb2ee08	VDAG_Jr2_v4.0.NCBIorder_gene573	OG0004154	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0272493	0.25007388	False	False	0	0
VDAG_CQ2_11_01_2016_d4d54814-7678-4858-a587-3bb60c8df264	VDAG_Jr2_v4.0.NCBIorder_gene217	OG0003734	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0127656	0.020793656	False	False	0	0
VDAG_CQ2_11_01_2016_8be6cfa6-c794-4824-9fba-80c2eab600c9	VDAG_Jr2_v4.0.NCBIorder_gene6273	OG0002015	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0205645	0.0	False	False	0	0
FORC_genomic_gene-AU210_001318	Fv10027v4.0_39c36d03-2df2-4139-8c52-f4d7e90cad61	OG0002488	Fv10027v4.0_vs_FORC_genomic	0.132489	0.011339	False	False	0	0
VDAG_CQ2_11_01_2016_d10b21bc-86f7-4650-b906-abc684fe08f5	VDAG_Jr2_v4.0.NCBIorder_gene540	OG0002072	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0254839	0.0	False	False	0	0
FORC_genomic_gene-AU210_009313	Fv10027v4.0_9b63550a-1ad6-4095-a8bd-62892ae89ae0	OG0005584	Fv10027v4.0_vs_FORC_genomic	0.195063	0.039778	False	False	0	0
VDAG_CQ2_11_01_2016_8b790a43-573e-4659-8429-fa0ce87dfeef	VDAG_Jr2_v4.0.NCBIorder_gene9917	OG0006122	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00819034	0.0	False	False	0	0
VDAG_CQ2_11_01_2016_f0061a2c-f877-45f6-95fc-ff96e1eac04c	VDAG_Jr2_v4.0.NCBIorder_gene3897	OG0005797	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00602935	0.003172	False	False	0	0
FORC_genomic_gene-AU210_014245	Fv10027v4.0_0e4428e5-b7ef-4570-be96-d56bec1dd697	OG0006839	Fv10027v4.0_vs_FORC_genomic	0.418749	0.017881	False	False	0	0
FORC_genomic_gene-AU210_011912	VDAG_Jr2_v4.0.NCBIorder_gene1680	OG0006576	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.0791	1.905568	False	False	0	0
FORC_genomic_gene-AU210_011775	VDAG_CQ2_11_01_2016_2608a50f-b59d-4548-918f-926ec7d32c65	OG0006524	VDAG_CQ2_11_01_2016_vs_FORC_genomic	1.13086	0.287306	False	False	0	0
FORC_genomic_gene-AU210_008733	Fv10027v4.0_24d0a0d5-2e02-4595-8c25-c657e06415c3	OG0005374	Fv10027v4.0_vs_FORC_genomic	0.510409	0.01572	False	False	0	0
VDAG_CQ2_11_01_2016_cb43450c-ac91-48a9-853c-39fb5ac76abc	VDAG_Jr2_v4.0.NCBIorder_gene8649	OG0006347	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0414516	0.228592	False	False	0	0
VDAG_CQ2_11_01_2016_f6aff215-d787-4415-b7a6-904421d2df3a	VDAG_Jr2_v4.0.NCBIorder_gene5970	OG0006230	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0227625	0.07971943	False	False	0	0
VDAG_CQ2_11_01_2016_1feefcac-9aa7-419f-871f-fa3fcccb17ac	VDAG_Jr2_v4.0.NCBIorder_gene2594	OG0006341	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0176025	0.185236	False	False	0	0
VDAG_CQ2_11_01_2016_a8458ade-a57d-44f4-99eb-aeb112393804	VDAG_Jr2_v4.0.NCBIorder_gene7797	OG0006012	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0166618	0.136509	False	False	0	0
VDAG_CQ2_11_01_2016_bc7c404e-3021-476a-9dac-42d9eaf49024	VDAG_Jr2_v4.0.NCBIorder_gene7924	OG0006531	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0248529	0.0	False	False	0	0
FORC_genomic_gene-AU210_000924	VDAG_Jr2_v4.0.NCBIorder_gene4627	OG0002279	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.55316	0.50109	False	False	0	0
FORC_genomic_gene-AU210_001427	Fv10027v4.0_cb6f09e6-25a0-41b1-8560-b5d8532a61a7	OG0002544	Fv10027v4.0_vs_FORC_genomic	0.185634	0.15631	False	False	0	0
VDAG_CQ2_11_01_2016_0b35cf4f-e1be-4ab5-91a5-058c6261cb9b	VDAG_Jr2_v4.0.NCBIorder_gene5905	OG0001900	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0142397	0.030476	False	False	0	0
FORC_genomic_gene-AU210_000982	VDAG_Jr2_v4.0.NCBIorder_gene11000	OG0002311	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.26275	0.97761405	False	False	0	0
FORC_genomic_gene-AU210_009617	VDAG_Jr2_v4.0.NCBIorder_gene4228	OG0005725	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.35393	0.945492	False	False	0	0
FORC_genomic_gene-AU210_001824	Fv10027v4.0_d3e78500-d230-48d3-a7dc-6aa61857e018	OG0002711	Fv10027v4.0_vs_FORC_genomic	0.243626	0.061998	False	False	0	0
VDAG_CQ2_11_01_2016_71ba6d26-92a2-4112-830d-1b018f217484	VDAG_Jr2_v4.0.NCBIorder_gene11304	OG0006895	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0101049	0.025852	False	False	0	0
