Orthogroup	Species	Mycoplasma_hyopneumoniae	Orthologs
OG0000173	Mycoplasma_agalactiae	gi|144227442|gb|AAZ44139.2|	gi|290752628|emb|CBH40601.1|
OG0000174	Mycoplasma_gallisepticum	gi|144227443|gb|AAZ44140.2|	gi|31541352|gb|AAP56653.1|
OG0000174	Mycoplasma_agalactiae	gi|144227443|gb|AAZ44140.2|	gi|290752629|emb|CBH40602.1|
OG0000174	Mycoplasma_genitalium	gi|144227443|gb|AAZ44140.2|	gi|3844994|gb|AAC71630.1|
OG0000175	Mycoplasma_agalactiae	gi|144227444|gb|AAZ44141.2|	gi|290752630|emb|CBH40603.1|
OG0000175	Mycoplasma_genitalium	gi|144227444|gb|AAZ44141.2|	gi|3844993|gb|AAC71629.1|
OG0000175	Mycoplasma_gallisepticum	gi|144227444|gb|AAZ44141.2|	gi|31541353|gb|AAP56654.1|
OG0000176	Mycoplasma_agalactiae	gi|71851534|gb|AAZ44142.1|	gi|290752631|emb|CBH40604.1|
OG0000176	Mycoplasma_genitalium	gi|71851534|gb|AAZ44142.1|	gi|3844992|gb|AAC71628.1|
OG0000176	Mycoplasma_gallisepticum	gi|71851534|gb|AAZ44142.1|	gi|31541354|gb|AAP56655.1|
OG0000177	Mycoplasma_agalactiae	gi|71851535|gb|AAZ44143.1|	gi|290752632|emb|CBH40605.1|
OG0000177	Mycoplasma_genitalium	gi|71851535|gb|AAZ44143.1|	gi|3844991|gb|AAC71627.1|
OG0000177	Mycoplasma_gallisepticum	gi|71851535|gb|AAZ44143.1|	gi|31541355|gb|AAP56656.1|
OG0000178	Mycoplasma_genitalium	gi|144227679|gb|AAZ44611.2|	gi|3844843|gb|AAC71460.1|
OG0000178	Mycoplasma_gallisepticum	gi|144227679|gb|AAZ44611.2|	gi|284812064|gb|AAP56724.2|
OG0000178	Mycoplasma_agalactiae	gi|144227679|gb|AAZ44611.2|	gi|290752649|emb|CBH40622.1|
OG0000179	Mycoplasma_agalactiae	gi|71852122|gb|AAZ44730.1|	gi|290752650|emb|CBH40623.1|
OG0000179	Mycoplasma_gallisepticum	gi|71852122|gb|AAZ44730.1|	gi|31541482|gb|AAP56783.1|
OG0000179	Mycoplasma_genitalium	gi|71852122|gb|AAZ44730.1|	gi|3844862|gb|AAC71488.1|
OG0000180	Mycoplasma_genitalium	gi|71852005|gb|AAZ44613.1|	gi|3844640|gb|AAC71246.1|
OG0000180	Mycoplasma_gallisepticum	gi|71852005|gb|AAZ44613.1|	gi|284812019|gb|AAP56646.2|
OG0000180	Mycoplasma_agalactiae	gi|71852005|gb|AAZ44613.1|	gi|290752652|emb|CBH40625.1|
OG0000181	Mycoplasma_genitalium	gi|144227614|gb|AAZ44492.2|	gi|3844827|gb|AAC71445.1|
OG0000181	Mycoplasma_gallisepticum	gi|144227614|gb|AAZ44492.2|	gi|284812085|gb|AAP56748.2|
OG0000181	Mycoplasma_agalactiae	gi|144227614|gb|AAZ44492.2|	gi|290752658|emb|CBH40631.1|
OG0000182	Mycoplasma_agalactiae	gi|71851883|gb|AAZ44491.1|	gi|290752660|emb|CBH40633.1|
OG0000182	Mycoplasma_gallisepticum	gi|71851883|gb|AAZ44491.1|	gi|284812086|gb|AAP56750.2|
OG0000182	Mycoplasma_genitalium	gi|71851883|gb|AAZ44491.1|	gi|3844825|gb|AAC71443.1|
OG0000183	Mycoplasma_agalactiae	gi|71851882|gb|AAZ44490.1|	gi|290752661|emb|CBH40634.1|
OG0000183	Mycoplasma_genitalium	gi|71851882|gb|AAZ44490.1|	gi|84626169|gb|AAC71442.2|
OG0000183	Mycoplasma_gallisepticum	gi|71851882|gb|AAZ44490.1|	gi|284812087|gb|AAP56751.2|
OG0000184	Mycoplasma_gallisepticum	gi|71852026|gb|AAZ44634.1|	gi|284812110|gb|AAP56782.2|
OG0000184	Mycoplasma_genitalium	gi|71852026|gb|AAZ44634.1|	gi|3844900|gb|AAC71545.1|
OG0000184	Mycoplasma_agalactiae	gi|71852026|gb|AAZ44634.1|	gi|290752662|emb|CBH40635.1|
OG0000185	Mycoplasma_genitalium	gi|71852027|gb|AAZ44635.1|	gi|3844899|gb|AAC71544.1|
OG0000185	Mycoplasma_gallisepticum	gi|71852027|gb|AAZ44635.1|	gi|284812149|gb|AAP56838.2|
OG0000185	Mycoplasma_agalactiae	gi|71852027|gb|AAZ44635.1|	gi|290752663|emb|CBH40636.1|
OG0000186	Mycoplasma_agalactiae	gi|144227741|gb|AAZ44731.2|	gi|290752667|emb|CBH40640.1|
OG0000186	Mycoplasma_gallisepticum	gi|144227741|gb|AAZ44731.2|	gi|284811857|gb|AAP56388.2|
OG0000186	Mycoplasma_genitalium	gi|144227741|gb|AAZ44731.2|	gi|1045749|gb|AAC71291.1|
OG0000187	Mycoplasma_agalactiae	gi|144227462|gb|AAZ44182.2|	gi|290752668|emb|CBH40641.1|
OG0000187	Mycoplasma_gallisepticum	gi|144227462|gb|AAZ44182.2|	gi|284811881|gb|AAP56437.2|
OG0000187	Mycoplasma_genitalium	gi|144227462|gb|AAZ44182.2|	gi|3845011|gb|AAC71645.1|
OG0000188	Mycoplasma_agalactiae	gi|71851767|gb|AAZ44375.1|	gi|290752671|emb|CBH40644.1|
OG0000188	Mycoplasma_genitalium	gi|71851767|gb|AAZ44375.1|	gi|3844633|gb|AAC71240.1|
OG0000188	Mycoplasma_gallisepticum	gi|71851767|gb|AAZ44375.1|	gi|31541712|gb|AAP57012.1|
OG0000189	Mycoplasma_gallisepticum	gi|71851737|gb|AAZ44345.1|	gi|284811847|gb|AAP56375.2|
OG0000189	Mycoplasma_genitalium	gi|71851737|gb|AAZ44345.1|	gi|3845052|gb|AAC72478.1|
OG0000189	Mycoplasma_agalactiae	gi|71851737|gb|AAZ44345.1|	gi|290752673|emb|CBH40646.1|
OG0000190	Mycoplasma_agalactiae	gi|71852142|gb|AAZ44750.1|	gi|290752674|emb|CBH40647.1|
OG0000190	Mycoplasma_genitalium	gi|71852142|gb|AAZ44750.1|	gi|1045978|gb|AAC71504.1|
OG0000190	Mycoplasma_gallisepticum	gi|71852142|gb|AAZ44750.1|	gi|31541240|gb|AAP56542.1|
OG0000191	Mycoplasma_genitalium	gi|144227506|gb|AAZ44289.2|	gi|3844876|gb|AAC71518.1|
OG0000191	Mycoplasma_agalactiae	gi|144227506|gb|AAZ44289.2|	gi|290752678|emb|CBH40651.1|
OG0000191	Mycoplasma_gallisepticum	gi|144227506|gb|AAZ44289.2|	gi|31541171|gb|AAP56473.1|
OG0000192	Mycoplasma_agalactiae	gi|144227505|gb|AAZ44288.2|	gi|290752679|emb|CBH40652.1|
OG0000192	Mycoplasma_genitalium	gi|144227505|gb|AAZ44288.2|	gi|3844871|gb|AAC71513.1|
OG0000192	Mycoplasma_gallisepticum	gi|144227505|gb|AAZ44288.2|	gi|284811906|gb|AAP56472.2|
OG0000193	Mycoplasma_agalactiae	gi|71851906|gb|AAZ44514.1|	gi|290752680|emb|CBH40653.1|
OG0000193	Mycoplasma_gallisepticum	gi|71851906|gb|AAZ44514.1|	gi|31541168|gb|AAP56470.1|
OG0000193	Mycoplasma_genitalium	gi|71851906|gb|AAZ44514.1|	gi|3844874|gb|AAC71516.1|
OG0000194	Mycoplasma_agalactiae	gi|71852132|gb|AAZ44740.1|	gi|290752698|emb|CBH40672.1|
OG0000194	Mycoplasma_gallisepticum	gi|71852132|gb|AAZ44740.1|	gi|31541218|gb|AAP56520.1|
OG0000194	Mycoplasma_genitalium	gi|71852132|gb|AAZ44740.1|	gi|1045996|gb|AAC71520.1|
OG0000195	Mycoplasma_agalactiae	gi|71851889|gb|AAZ44497.1|	gi|290752699|emb|CBH40673.1|
OG0000195	Mycoplasma_gallisepticum	gi|71851889|gb|AAZ44497.1|	gi|284812153|gb|AAP56843.2|
OG0000195	Mycoplasma_genitalium	gi|71851889|gb|AAZ44497.1|	gi|3844954|gb|AAC71594.1|
OG0000196	Mycoplasma_gallisepticum	gi|71851835|gb|AAZ44443.1|	gi|284811841|gb|AAP56365.2|
OG0000196	Mycoplasma_agalactiae	gi|71851835|gb|AAZ44443.1|	gi|290752707|emb|CBH40681.1|
OG0000196	Mycoplasma_genitalium	gi|71851835|gb|AAZ44443.1|	gi|3844648|gb|AAC71254.1|
OG0000197	Mycoplasma_agalactiae	gi|71851834|gb|AAZ44442.1|	gi|290752708|emb|CBH40682.1|
OG0000197	Mycoplasma_genitalium	gi|71851834|gb|AAZ44442.1|	gi|3844643|gb|AAC71249.1|
OG0000197	Mycoplasma_gallisepticum	gi|71851834|gb|AAZ44442.1|	gi|284811840|gb|AAP56364.2|
OG0000198	Mycoplasma_agalactiae	gi|144227528|gb|AAZ44326.2|	gi|290752709|emb|CBH40683.1|
OG0000198	Mycoplasma_genitalium	gi|144227528|gb|AAZ44326.2|	gi|3844646|gb|AAC71252.1|
OG0000198	Mycoplasma_gallisepticum	gi|144227528|gb|AAZ44326.2|	gi|31541233|gb|AAP56535.1|
OG0000199	Mycoplasma_agalactiae	gi|71851717|gb|AAZ44325.1|	gi|290752710|emb|CBH40684.1|
OG0000199	Mycoplasma_gallisepticum	gi|71851717|gb|AAZ44325.1|	gi|284811948|gb|AAP56534.2|
OG0000199	Mycoplasma_genitalium	gi|71851717|gb|AAZ44325.1|	gi|3844645|gb|AAC71251.1|
OG0000200	Mycoplasma_agalactiae	gi|71852126|gb|AAZ44734.1|	gi|290752715|emb|CBH40689.1|
OG0000200	Mycoplasma_gallisepticum	gi|71852126|gb|AAZ44734.1|	gi|284812017|gb|AAP56643.2|
OG0000200	Mycoplasma_genitalium	gi|71852126|gb|AAZ44734.1|	gi|3845010|gb|AAC71644.1|
OG0000201	Mycoplasma_gallisepticum	gi|71852125|gb|AAZ44733.1|	gi|284812018|gb|AAP56644.2|
OG0000201	Mycoplasma_genitalium	gi|71852125|gb|AAZ44733.1|	gi|3845009|gb|AAC71643.1|
OG0000201	Mycoplasma_agalactiae	gi|71852125|gb|AAZ44733.1|	gi|290752716|emb|CBH40690.1|
OG0000202	Mycoplasma_agalactiae	gi|144227541|gb|AAZ44351.2|	gi|290752720|emb|CBH40694.1|
OG0000202	Mycoplasma_gallisepticum	gi|144227541|gb|AAZ44351.2|	gi|284811985|gb|AAP56588.2|
OG0000202	Mycoplasma_genitalium	gi|144227541|gb|AAZ44351.2|	gi|1045747|gb|AAC71289.1|
OG0000203	Mycoplasma_agalactiae	gi|144227649|gb|AAZ44552.2|	gi|290752743|emb|CBH40718.1|
OG0000203	Mycoplasma_gallisepticum	gi|144227649|gb|AAZ44552.2|	gi|284812066|gb|AAP56726.2|, gi|284811893|gb|AAP56453.2|
OG0000204	Mycoplasma_agalactiae	gi|71851930|gb|AAZ44538.1|, gi|71851929|gb|AAZ44537.1|	gi|290752750|emb|CBH40725.1|
OG0000204	Mycoplasma_gallisepticum	gi|71851930|gb|AAZ44538.1|, gi|71851929|gb|AAZ44537.1|	gi|284812170|gb|AAP56874.2|
OG0000205	Mycoplasma_gallisepticum	gi|71852087|gb|AAZ44695.1|	gi|284811851|gb|AAP56379.2|
OG0000205	Mycoplasma_agalactiae	gi|71852087|gb|AAZ44695.1|	gi|290752751|emb|CBH40726.1|
OG0000205	Mycoplasma_genitalium	gi|71852087|gb|AAZ44695.1|	gi|1045713|gb|AAC71257.1|
OG0000206	Mycoplasma_genitalium	gi|144227475|gb|AAZ44213.2|	gi|3844793|gb|AAC71414.1|
OG0000206	Mycoplasma_gallisepticum	gi|144227475|gb|AAZ44213.2|	gi|284812051|gb|AAP56707.2|
OG0000206	Mycoplasma_agalactiae	gi|144227475|gb|AAZ44213.2|	gi|290752757|emb|CBH40732.1|
OG0000207	Mycoplasma_agalactiae	gi|144227474|gb|AAZ44212.2|	gi|290752758|emb|CBH40733.1|
OG0000207	Mycoplasma_genitalium	gi|144227474|gb|AAZ44212.2|	gi|3844794|gb|AAC71415.1|
OG0000207	Mycoplasma_gallisepticum	gi|144227474|gb|AAZ44212.2|	gi|284812052|gb|AAP56708.2|
OG0000208	Mycoplasma_agalactiae	gi|71851603|gb|AAZ44211.1|	gi|290752759|emb|CBH40734.1|
OG0000208	Mycoplasma_genitalium	gi|71851603|gb|AAZ44211.1|	gi|3844795|gb|AAC71416.1|
OG0000208	Mycoplasma_gallisepticum	gi|71851603|gb|AAZ44211.1|	gi|31541408|gb|AAP56709.1|
OG0000209	Mycoplasma_agalactiae	gi|144227712|gb|AAZ44676.2|	gi|290752760|emb|CBH40735.1|
OG0000209	Mycoplasma_genitalium	gi|144227712|gb|AAZ44676.2|	gi|3844733|gb|AAC71358.1|
OG0000209	Mycoplasma_gallisepticum	gi|144227712|gb|AAZ44676.2|	gi|284811888|gb|AAP56445.2|
OG0000210	Mycoplasma_genitalium	gi|71851555|gb|AAZ44163.1|	gi|3844728|gb|AAC71355.1|
OG0000210	Mycoplasma_gallisepticum	gi|71851555|gb|AAZ44163.1|	gi|284812194|gb|AAP56903.2|
OG0000210	Mycoplasma_agalactiae	gi|71851555|gb|AAZ44163.1|	gi|290752763|emb|CBH40738.1|
OG0000211	Mycoplasma_genitalium	gi|71852056|gb|AAZ44664.1|	gi|3844940|gb|AAC71581.1|
OG0000211	Mycoplasma_gallisepticum	gi|71852056|gb|AAZ44664.1|	gi|284811944|gb|AAP56528.2|
OG0000211	Mycoplasma_agalactiae	gi|71852056|gb|AAZ44664.1|	gi|290752764|emb|CBH40739.1|
OG0000212	Mycoplasma_agalactiae	gi|71851498|gb|AAZ44106.1|	gi|290752770|emb|CBH40745.1|
OG0000212	Mycoplasma_genitalium	gi|71851498|gb|AAZ44106.1|	gi|3844966|gb|AAC71605.1|
OG0000212	Mycoplasma_gallisepticum	gi|71851498|gb|AAZ44106.1|	gi|284811838|gb|AAP56362.2|
OG0000213	Mycoplasma_genitalium	gi|71851616|gb|AAZ44224.1|	gi|3845055|gb|AAC72480.1|
OG0000213	Mycoplasma_gallisepticum	gi|71851616|gb|AAZ44224.1|	gi|31541121|gb|AAP56423.1|
OG0000213	Mycoplasma_agalactiae	gi|71851616|gb|AAZ44224.1|	gi|290752772|emb|CBH40747.1|
OG0000214	Mycoplasma_gallisepticum	gi|144227480|gb|AAZ44223.2|	gi|284812241|gb|AAP56992.2|
OG0000214	Mycoplasma_genitalium	gi|144227480|gb|AAZ44223.2|	gi|84626166|gb|AAC71278.2|
OG0000214	Mycoplasma_agalactiae	gi|144227480|gb|AAZ44223.2|	gi|290752778|emb|CBH40753.1|
OG0000215	Mycoplasma_agalactiae	gi|71851544|gb|AAZ44152.1|	gi|290752780|emb|CBH40755.1|
OG0000215	Mycoplasma_gallisepticum	gi|71851544|gb|AAZ44152.1|	gi|31541419|gb|AAP56720.1|
OG0000215	Mycoplasma_genitalium	gi|71851544|gb|AAZ44152.1|	gi|3844839|gb|AAC71456.1|
OG0000216	Mycoplasma_agalactiae	gi|71851548|gb|AAZ44156.1|	gi|290752783|emb|CBH40758.1|
OG0000216	Mycoplasma_gallisepticum	gi|71851548|gb|AAZ44156.1|	gi|284812049|gb|AAP56705.2|
OG0000216	Mycoplasma_genitalium	gi|71851548|gb|AAZ44156.1|	gi|3844804|gb|AAC71424.1|
OG0000217	Mycoplasma_genitalium	gi|71851844|gb|AAZ44452.1|	gi|3844783|gb|AAC71405.1|
OG0000217	Mycoplasma_gallisepticum	gi|71851844|gb|AAZ44452.1|	gi|31541081|gb|AAP56383.1|
OG0000217	Mycoplasma_agalactiae	gi|71851844|gb|AAZ44452.1|	gi|290752786|emb|CBH40761.1|
OG0000218	Mycoplasma_agalactiae	gi|144227599|gb|AAZ44453.2|	gi|290752787|emb|CBH40762.1|
OG0000218	Mycoplasma_gallisepticum	gi|144227599|gb|AAZ44453.2|	gi|284811854|gb|AAP56384.2|
OG0000218	Mycoplasma_genitalium	gi|144227599|gb|AAZ44453.2|	gi|3844784|gb|AAC71406.1|
OG0000219	Mycoplasma_agalactiae	gi|144227600|gb|AAZ44454.2|	gi|290752788|emb|CBH40763.1|
OG0000219	Mycoplasma_genitalium	gi|144227600|gb|AAZ44454.2|	gi|3844785|gb|AAC71407.1|
OG0000219	Mycoplasma_gallisepticum	gi|144227600|gb|AAZ44454.2|	gi|284811855|gb|AAP56385.2|
OG0000220	Mycoplasma_agalactiae	gi|144227601|gb|AAZ44455.2|	gi|290752789|emb|CBH40764.1|
OG0000220	Mycoplasma_gallisepticum	gi|144227601|gb|AAZ44455.2|	gi|31541084|gb|AAP56386.1|
OG0000220	Mycoplasma_genitalium	gi|144227601|gb|AAZ44455.2|	gi|84626157|gb|AAC71408.2|
OG0000221	Mycoplasma_agalactiae	gi|71851523|gb|AAZ44131.1|	gi|290752792|emb|CBH40767.1|
OG0000221	Mycoplasma_gallisepticum	gi|71851523|gb|AAZ44131.1|	gi|284812124|gb|AAP56800.2|
OG0000221	Mycoplasma_genitalium	gi|71851523|gb|AAZ44131.1|	gi|3844973|gb|AAC71611.1|
OG0000222	Mycoplasma_gallisepticum	gi|71851960|gb|AAZ44568.1|	gi|31541670|gb|AAP56970.1|
OG0000222	Mycoplasma_agalactiae	gi|71851960|gb|AAZ44568.1|	gi|290752793|emb|CBH40768.1|, gi|290753013|emb|CBH40989.1|
OG0000223	Mycoplasma_agalactiae	gi|71851565|gb|AAZ44173.1|	gi|290752795|emb|CBH40770.1|
OG0000223	Mycoplasma_genitalium	gi|71851565|gb|AAZ44173.1|	gi|1045724|gb|AAC71267.1|
OG0000223	Mycoplasma_gallisepticum	gi|71851565|gb|AAZ44173.1|	gi|31541634|gb|AAP56934.1|
OG0000224	Mycoplasma_agalactiae	gi|71852006|gb|AAZ44614.1|	gi|290752796|emb|CBH40771.1|
OG0000224	Mycoplasma_genitalium	gi|71852006|gb|AAZ44614.1|	gi|1045723|gb|AAC71266.1|
OG0000224	Mycoplasma_gallisepticum	gi|71852006|gb|AAZ44614.1|	gi|284812213|gb|AAP56935.2|
OG0000225	Mycoplasma_agalactiae	gi|71851585|gb|AAZ44193.1|	gi|290752797|emb|CBH40772.1|
OG0000225	Mycoplasma_gallisepticum	gi|71851585|gb|AAZ44193.1|	gi|31541631|gb|AAP56931.1|
OG0000225	Mycoplasma_genitalium	gi|71851585|gb|AAZ44193.1|	gi|3845024|gb|AAC72452.1|
OG0000226	Mycoplasma_gallisepticum	gi|71851646|gb|AAZ44254.1|	gi|284812233|gb|AAP56977.2|
OG0000226	Mycoplasma_genitalium	gi|71851646|gb|AAZ44254.1|	gi|3844774|gb|AAC71397.1|
OG0000226	Mycoplasma_agalactiae	gi|71851646|gb|AAZ44254.1|	gi|290752803|emb|CBH40778.1|
OG0000227	Mycoplasma_genitalium	gi|71851647|gb|AAZ44255.1|	gi|3844773|gb|AAC71396.1|
OG0000227	Mycoplasma_gallisepticum	gi|71851647|gb|AAZ44255.1|	gi|31541678|gb|AAP56978.1|
OG0000227	Mycoplasma_agalactiae	gi|71851647|gb|AAZ44255.1|	gi|290752804|emb|CBH40779.1|
OG0000228	Mycoplasma_gallisepticum	gi|71851648|gb|AAZ44256.1|	gi|31541679|gb|AAP56979.1|
OG0000228	Mycoplasma_genitalium	gi|71851648|gb|AAZ44256.1|	gi|84626153|gb|AAC71395.2|
OG0000228	Mycoplasma_agalactiae	gi|71851648|gb|AAZ44256.1|	gi|290752805|emb|CBH40780.1|
OG0000229	Mycoplasma_gallisepticum	gi|71851649|gb|AAZ44257.1|	gi|31541680|gb|AAP56980.1|
OG0000229	Mycoplasma_genitalium	gi|71851649|gb|AAZ44257.1|	gi|3844771|gb|AAC71394.1|
OG0000229	Mycoplasma_agalactiae	gi|71851649|gb|AAZ44257.1|	gi|290752806|emb|CBH40781.1|
OG0000230	Mycoplasma_gallisepticum	gi|144227496|gb|AAZ44259.2|	gi|31541682|gb|AAP56982.1|
OG0000230	Mycoplasma_genitalium	gi|144227496|gb|AAZ44259.2|	gi|3844767|gb|AAC71391.1|
OG0000230	Mycoplasma_agalactiae	gi|144227496|gb|AAZ44259.2|	gi|290752807|emb|CBH40782.1|
OG0000231	Mycoplasma_agalactiae	gi|71851652|gb|AAZ44260.1|	gi|290752808|emb|CBH40783.1|
OG0000231	Mycoplasma_genitalium	gi|71851652|gb|AAZ44260.1|	gi|3844766|gb|AAC71390.1|
OG0000231	Mycoplasma_gallisepticum	gi|71851652|gb|AAZ44260.1|	gi|31541120|gb|AAP56422.1|
OG0000232	Mycoplasma_genitalium	gi|71851653|gb|AAZ44261.1|	gi|3844765|gb|AAC71389.1|
OG0000232	Mycoplasma_agalactiae	gi|71851653|gb|AAZ44261.1|	gi|290752809|emb|CBH40784.1|
OG0000232	Mycoplasma_gallisepticum	gi|71851653|gb|AAZ44261.1|	gi|284811874|gb|AAP56421.2|
OG0000233	Mycoplasma_genitalium	gi|71851654|gb|AAZ44262.1|	gi|3844764|gb|AAC71388.1|
OG0000233	Mycoplasma_gallisepticum	gi|71851654|gb|AAZ44262.1|	gi|31541118|gb|AAP56420.1|
OG0000233	Mycoplasma_agalactiae	gi|71851654|gb|AAZ44262.1|	gi|290752810|emb|CBH40785.1|
OG0000234	Mycoplasma_genitalium	gi|144227497|gb|AAZ44263.2|	gi|3844763|gb|AAC71387.1|
OG0000234	Mycoplasma_gallisepticum	gi|144227497|gb|AAZ44263.2|	gi|284811873|gb|AAP56419.2|
OG0000234	Mycoplasma_agalactiae	gi|144227497|gb|AAZ44263.2|	gi|290752823|emb|CBH40798.1|
OG0000235	Mycoplasma_gallisepticum	gi|71851656|gb|AAZ44264.1|	gi|284811872|gb|AAP56418.2|
OG0000235	Mycoplasma_genitalium	gi|71851656|gb|AAZ44264.1|	gi|3844762|gb|AAC71386.1|
OG0000235	Mycoplasma_agalactiae	gi|71851656|gb|AAZ44264.1|	gi|290752824|emb|CBH40799.1|
OG0000236	Mycoplasma_genitalium	gi|144227498|gb|AAZ44265.2|	gi|3844761|gb|AAC71385.1|
OG0000236	Mycoplasma_gallisepticum	gi|144227498|gb|AAZ44265.2|	gi|31541115|gb|AAP56417.1|
OG0000236	Mycoplasma_agalactiae	gi|144227498|gb|AAZ44265.2|	gi|290752825|emb|CBH40800.1|
OG0000237	Mycoplasma_genitalium	gi|71851658|gb|AAZ44266.1|	gi|3844760|gb|AAC71384.1|
OG0000237	Mycoplasma_gallisepticum	gi|71851658|gb|AAZ44266.1|	gi|31541114|gb|AAP56416.1|
OG0000237	Mycoplasma_agalactiae	gi|71851658|gb|AAZ44266.1|	gi|290752826|emb|CBH40801.1|
OG0000238	Mycoplasma_agalactiae	gi|71851659|gb|AAZ44267.1|	gi|290752827|emb|CBH40802.1|
OG0000238	Mycoplasma_genitalium	gi|71851659|gb|AAZ44267.1|	gi|3844759|gb|AAC71383.1|
OG0000238	Mycoplasma_gallisepticum	gi|71851659|gb|AAZ44267.1|	gi|31541113|gb|AAP56415.1|
OG0000239	Mycoplasma_gallisepticum	gi|71851660|gb|AAZ44268.1|	gi|284811871|gb|AAP56414.2|
OG0000239	Mycoplasma_genitalium	gi|71851660|gb|AAZ44268.1|	gi|3844758|gb|AAC71382.1|
OG0000239	Mycoplasma_agalactiae	gi|71851660|gb|AAZ44268.1|	gi|290752828|emb|CBH40803.1|
OG0000240	Mycoplasma_agalactiae	gi|144227499|gb|AAZ44269.2|	gi|290752829|emb|CBH40804.1|
OG0000240	Mycoplasma_genitalium	gi|144227499|gb|AAZ44269.2|	gi|3844757|gb|AAC71381.1|
OG0000240	Mycoplasma_gallisepticum	gi|144227499|gb|AAZ44269.2|	gi|284811870|gb|AAP56413.2|
OG0000241	Mycoplasma_agalactiae	gi|71851662|gb|AAZ44270.1|	gi|290752830|emb|CBH40805.1|
OG0000241	Mycoplasma_gallisepticum	gi|71851662|gb|AAZ44270.1|	gi|31541110|gb|AAP56412.1|
OG0000241	Mycoplasma_genitalium	gi|71851662|gb|AAZ44270.1|	gi|3844756|gb|AAC71380.1|
OG0000242	Mycoplasma_agalactiae	gi|71851663|gb|AAZ44271.1|	gi|290752831|emb|CBH40806.1|
OG0000242	Mycoplasma_genitalium	gi|71851663|gb|AAZ44271.1|	gi|3844755|gb|AAC71379.1|
OG0000242	Mycoplasma_gallisepticum	gi|71851663|gb|AAZ44271.1|	gi|284811869|gb|AAP56411.2|
OG0000243	Mycoplasma_genitalium	gi|144227500|gb|AAZ44272.2|	gi|3844754|gb|AAC71378.1|
OG0000243	Mycoplasma_gallisepticum	gi|144227500|gb|AAZ44272.2|	gi|31541108|gb|AAP56410.1|
OG0000243	Mycoplasma_agalactiae	gi|144227500|gb|AAZ44272.2|	gi|290752832|emb|CBH40807.1|
OG0000244	Mycoplasma_gallisepticum	gi|144227501|gb|AAZ44273.2|	gi|284811868|gb|AAP56409.2|
OG0000244	Mycoplasma_genitalium	gi|144227501|gb|AAZ44273.2|	gi|3844753|gb|AAC71377.1|
OG0000244	Mycoplasma_agalactiae	gi|144227501|gb|AAZ44273.2|	gi|290752833|emb|CBH40808.1|
OG0000245	Mycoplasma_agalactiae	gi|71851666|gb|AAZ44274.1|	gi|290752834|emb|CBH40809.1|
OG0000245	Mycoplasma_genitalium	gi|71851666|gb|AAZ44274.1|	gi|3844752|gb|AAC71376.1|
OG0000245	Mycoplasma_gallisepticum	gi|71851666|gb|AAZ44274.1|	gi|31541106|gb|AAP56408.1|
OG0000246	Mycoplasma_agalactiae	gi|144227502|gb|AAZ44275.2|	gi|290752835|emb|CBH40810.1|
OG0000246	Mycoplasma_genitalium	gi|144227502|gb|AAZ44275.2|	gi|3844751|gb|AAC71375.1|
OG0000246	Mycoplasma_gallisepticum	gi|144227502|gb|AAZ44275.2|	gi|284811867|gb|AAP56407.2|
OG0000247	Mycoplasma_gallisepticum	gi|144227503|gb|AAZ44276.2|	gi|31541104|gb|AAP56406.1|
OG0000247	Mycoplasma_genitalium	gi|144227503|gb|AAZ44276.2|	gi|3844750|gb|AAC71374.1|
OG0000247	Mycoplasma_agalactiae	gi|144227503|gb|AAZ44276.2|	gi|290752836|emb|CBH40811.1|
OG0000248	Mycoplasma_gallisepticum	gi|71851669|gb|AAZ44277.1|	gi|31541103|gb|AAP56405.1|
OG0000248	Mycoplasma_genitalium	gi|71851669|gb|AAZ44277.1|	gi|3844749|gb|AAC71373.1|
OG0000248	Mycoplasma_agalactiae	gi|71851669|gb|AAZ44277.1|	gi|290752837|emb|CBH40812.1|
OG0000249	Mycoplasma_agalactiae	gi|71851670|gb|AAZ44278.1|	gi|290752838|emb|CBH40813.1|
OG0000249	Mycoplasma_gallisepticum	gi|71851670|gb|AAZ44278.1|	gi|31541102|gb|AAP56404.1|
OG0000249	Mycoplasma_genitalium	gi|71851670|gb|AAZ44278.1|	gi|3844748|gb|AAC71372.1|
OG0000250	Mycoplasma_agalactiae	gi|71851671|gb|AAZ44279.1|	gi|290752839|emb|CBH40814.1|
OG0000250	Mycoplasma_genitalium	gi|71851671|gb|AAZ44279.1|	gi|3844747|gb|AAC71371.1|
OG0000250	Mycoplasma_gallisepticum	gi|71851671|gb|AAZ44279.1|	gi|284811866|gb|AAP56403.2|
OG0000251	Mycoplasma_agalactiae	gi|144227504|gb|AAZ44280.2|	gi|290752840|emb|CBH40815.1|
OG0000251	Mycoplasma_genitalium	gi|144227504|gb|AAZ44280.2|	gi|3844746|gb|AAC71370.1|
OG0000251	Mycoplasma_gallisepticum	gi|144227504|gb|AAZ44280.2|	gi|284811865|gb|AAP56402.2|
OG0000252	Mycoplasma_agalactiae	gi|71851673|gb|AAZ44281.1|	gi|290752841|emb|CBH40816.1|
OG0000252	Mycoplasma_gallisepticum	gi|71851673|gb|AAZ44281.1|	gi|31541099|gb|AAP56401.1|
OG0000252	Mycoplasma_genitalium	gi|71851673|gb|AAZ44281.1|	gi|3844745|gb|AAC71369.1|
